iter	Logloss
141	0.4713219833
142	0.470844841
143	0.4701490784
144	0.4691041565
145	0.4686344528
146	0.4677608109
147	0.4670645142
148	0.4663137054
149	0.4656868362
150	0.4648273468
151	0.4640621948
152	0.4634132385
153	0.4628767776
154	0.4620956421
155	0.460873642
156	0.4601533508
157	0.4594807434
158	0.4586514282
159	0.4580237198
160	0.4571066284
161	0.4565056992
162	0.4557487106
163	0.4549816513
164	0.4540470123
165	0.4533122635
166	0.4524493408
167	0.4516926575
168	0.4511970139
169	0.4506658173
170	0.4499110413
171	0.4494287872
172	0.4485886002
173	0.4479279709
174	0.4472743225
175	0.4468283844
176	0.4463402939
177	0.4459309387
178	0.4452502441
179	0.4446717453
180	0.4441497421
181	0.4434827042
182	0.4429152298
183	0.4423806381
184	0.4418830872
185	0.441208725
186	0.4405966568
187	0.4399220276
188	0.4394779205
189	0.4388812256
190	0.438235817
191	0.4375979614
192	0.4369630432
193	0.4364825058
194	0.4357445526
195	0.4354060745
196	0.4349079132
197	0.4343029022
198	0.4337273026
199	0.4332323456
200	0.4326550293
201	0.4321166611
202	0.4316653442
203	0.4309140778
204	0.4303911209
205	0.4299740219
206	0.4292346191
207	0.4286204147
208	0.4282434845
209	0.4277738953
210	0.4271815491
211	0.4266747284
212	0.4260221863
213	0.4255374146
214	0.4248576355
215	0.4243269348
216	0.4235552979
217	0.4229929733
218	0.4224660492
219	0.4217491913
220	0.4212227631
221	0.4208890915
222	0.4203061295
223	0.4198266602
224	0.4189735031
225	0.4184538269
226	0.4179976273
227	0.417555542
228	0.4172324371
229	0.4165411758
230	0.4158444214
231	0.4154899216
232	0.4148170471
233	0.4141902924
234	0.4135618591
235	0.4130463028
236	0.4127067566
237	0.4121559906
238	0.4115628815
239	0.4113142776
240	0.4108017731
241	0.4106843948
242	0.4103514099
243	0.4098525238
244	0.4093819427
245	0.4090148926
246	0.4086712646
247	0.4081369019
248	0.4077298355
249	0.4073181915
250	0.4069370651
251	0.4065469742
252	0.4062337875
253	0.4056210327
254	0.4052898026
255	0.4048739624
256	0.404196701
257	0.4037459183
258	0.4033338165
259	0.4028681183
260	0.4021694183
261	0.4018393707
262	0.401455307
263	0.4007418823
264	0.4000980759
265	0.3997637177
266	0.3994563293
267	0.3991253662
268	0.3986998367
269	0.3982786179
270	0.3979117584
271	0.3974324799
272	0.3970709991
273	0.3966012573
274	0.3961922455
275	0.3956394958
276	0.3952685165
277	0.3949192047
278	0.3945241928
279	0.394246521
280	0.393891449
281	0.3933833313
282	0.3930184174
283	0.3925172043
284	0.3920783234
285	0.391493454
286	0.3913840866
287	0.3910042953
288	0.3904325104
289	0.3901028824
290	0.3895800781
291	0.3892423248
292	0.3889372635
293	0.388660202
294	0.3883477783
295	0.3878092194
296	0.3873230743
297	0.3867192841
298	0.3866210937
299	0.3859200668
300	0.3853485107
301	0.3848323059
302	0.3843524933
303	0.3839891434
304	0.3838417053
305	0.3832620239
306	0.3828178787
307	0.3823950195
308	0.3819977951
309	0.3816585541
310	0.3812957382
311	0.3808762741
312	0.3804421997
313	0.380223465
314	0.3797995377
315	0.3793363953
316	0.3789042282
317	0.3785534286
318	0.378184433
319	0.3780119324
320	0.377527504
321	0.377064476
322	0.3768221283
323	0.3764286423
324	0.3758157349
325	0.3753490448
326	0.3750135803
327	0.3747137833
328	0.3743359375
329	0.3741215897
330	0.3737786865
331	0.3734886551
332	0.3732343292
333	0.3728870392
334	0.3725235748
335	0.3721377563
336	0.3716596985
337	0.3710319138
338	0.3705217743
339	0.3700802612
340	0.3695124817
341	0.3690842819
342	0.36853508
343	0.3681040192
344	0.3677070236
345	0.3673334122
346	0.3669524765
347	0.366586647
348	0.3662915039
349	0.3659895325
350	0.3655718231
351	0.3650566101
352	0.3649840164
353	0.3647793198
354	0.36440979
355	0.364000206
356	0.3635974503
357	0.3633128738
358	0.3627663422
359	0.3624712372
360	0.3620411682
361	0.3616007614
362	0.3612812805
363	0.3608436584
364	0.3605018997
365	0.3600747299
366	0.3597236633
367	0.3594122314
368	0.3591522217
369	0.358613739
370	0.3582448959
371	0.3579499054
372	0.3575021362
373	0.3572942734
374	0.3570354462
375	0.3565672302
376	0.3562125778
377	0.355585022
378	0.3552869415
379	0.3549372864
380	0.3547190857
381	0.3544250488
382	0.3542133331
383	0.353704071
384	0.3534028244
385	0.3529675674
386	0.3526909637
387	0.352371521
388	0.3520606232
389	0.3517376328
390	0.3514601898
391	0.3509883499
392	0.3506427765
393	0.3501940155
394	0.3499903107
395	0.349634552
396	0.3493515015
397	0.3489823151
398	0.348478241
399	0.3481781769
400	0.3478342438
401	0.3476124954
402	0.3472840118
403	0.3469441986
404	0.3467536163
405	0.3465129089
406	0.3459318924
407	0.3456325912
408	0.3453276443
409	0.3449501801
410	0.3447537994
411	0.3445041656
412	0.34429142
413	0.3439358521
414	0.343487854
415	0.3432679749
416	0.3430852127
417	0.3428760529
418	0.3423750305
419	0.3422067261
420	0.3419382095
421	0.3417155075
422	0.3414134979
423	0.3410584641
424	0.3406816864
425	0.3401970673
426	0.3399359131
427	0.339627533
428	0.3392939758
429	0.3388189697
430	0.3384188843
431	0.3381420898
432	0.3377900314
433	0.3374995804
434	0.3372663116
435	0.3367580414
436	0.3365660477
437	0.3362661362
438	0.3359396744
439	0.3356937408
440	0.3354902649
441	0.3350896454
442	0.3348340225
443	0.3345584869
444	0.3342237473
445	0.3340645599
446	0.3337028885
447	0.3333898163
448	0.3329325485
449	0.3327360535
450	0.3324296188
451	0.3321343613
452	0.3318162155
453	0.3313507843
454	0.3309989929
455	0.3305584717
456	0.3300177002
457	0.3296600342
458	0.3293078613
459	0.329053421
460	0.3287560272
461	0.3284381485
462	0.328142128
463	0.3278160477
464	0.3274748993
465	0.3272889709
466	0.3270685959
467	0.3266391754
468	0.3263033295
469	0.326084671
470	0.3258345032
471	0.3254771805
472	0.3252758789
473	0.3249546814
474	0.3246025848
475	0.3244426727
476	0.3240727997
477	0.3235241699
478	0.323259697
479	0.3228896332
480	0.3224340057
481	0.3222225952
482	0.3220024872
483	0.3217602158
484	0.3216441345
485	0.3214606857
486	0.3211735916
487	0.3209398651
488	0.3207175064
489	0.3204793549
490	0.319967804
491	0.3197629929
492	0.319427166
493	0.3191960144
494	0.3189407158
495	0.3186380768
496	0.3182548904
497	0.3180253029
498	0.3177672195
499	0.3173478889
500	0.3171562386
501	0.316778717
502	0.3164857101
503	0.3162328529
504	0.3160194969
505	0.3158054161
506	0.3154574013
507	0.3151107979
508	0.3147764778
509	0.3146129799
510	0.3143160248
511	0.3140628815
512	0.313801136
513	0.3135295105
514	0.3132532883
515	0.3128943825
516	0.3126864243
517	0.3124428558
518	0.3121195602
519	0.3118631172
520	0.3116471863
521	0.3111726952
522	0.3107860184
523	0.3104785919
524	0.3102329826
525	0.3100531006
526	0.3098143196
527	0.3095706749
528	0.3091918564
529	0.3089754486
530	0.3086763
531	0.3085125542
532	0.3082683563
533	0.3079249191
534	0.3075947952
535	0.3071648026
536	0.3069983101
537	0.3068331909
538	0.3064445877
539	0.30612463
540	0.3057988548
541	0.3056335449
542	0.3053881454
543	0.3050947571
544	0.3048995399
545	0.3045061302
546	0.3042917633
547	0.3040725708
548	0.3039147186
549	0.3036760712
550	0.3033794022
551	0.3031302643
552	0.3028821182
553	0.3025511932
554	0.3023077393
555	0.3019319344
556	0.3017401886
557	0.3013986588
558	0.3010549545
559	0.3006574821
560	0.3003062248
561	0.3001332092
562	0.2998521996
563	0.299590683
564	0.2993701553
565	0.2990292168
566	0.2988313484
567	0.2985723686
568	0.2982799339
569	0.2980604553
570	0.2977768517
571	0.2973666763
572	0.2969750786
573	0.2966737938
574	0.2963046455
575	0.2960971642
576	0.295925045
577	0.2955921173
578	0.2952655411
579	0.2950919724
580	0.294695015
581	0.2944375992
582	0.2942259789
583	0.293956337
584	0.2936965942
585	0.2935127258
586	0.2932182312
587	0.2929445076
588	0.2926687241
589	0.2924482727
590	0.2922877312
591	0.2919506264
592	0.291654892
593	0.2914896584
594	0.2912592697
595	0.2910883522
596	0.2909060287
597	0.290594635
598	0.2902233505
599	0.2898842049
600	0.2895718193
601	0.2893758392
602	0.2892276382
603	0.2888539696
604	0.28861763
605	0.2882037544
606	0.2878078461
607	0.2874830627
608	0.2872991943
609	0.2869894028
610	0.2866969109
611	0.2863579369
612	0.286075592
613	0.2857648087
614	0.285455513
615	0.2851747513
616	0.2850403404
617	0.2848466492
618	0.284534111
619	0.2843022156
620	0.2839002419
621	0.2836415672
622	0.2833804321
623	0.2830686188
624	0.2827595711
625	0.2824679184
626	0.2823344421
627	0.2821345901
628	0.2818208122
629	0.2815415955
630	0.2813735771
631	0.2811994934
632	0.2809905624
633	0.2806910324
634	0.2804062271
635	0.2801774216
636	0.2799293709
637	0.2797689438
638	0.2793942451
639	0.279131546
640	0.2788401031
641	0.2785095024
642	0.278352623
643	0.2780698204
644	0.2778298759
645	0.2776095581
646	0.2773806763
647	0.277142334
648	0.2769257927
649	0.2767269897
650	0.2764666367
651	0.2761102295
652	0.2757199287
653	0.2753876495
654	0.2751901245
655	0.2751161766
656	0.274980526
657	0.2748546219
658	0.2747172356
659	0.2744614983
660	0.2742230225
661	0.2741049194
662	0.2738595009
663	0.2734256744
664	0.2732267761
665	0.273073349
666	0.2728184891
667	0.2725465012
668	0.2722405243
669	0.27204916
670	0.2718649292
671	0.2716340637
672	0.2714234161
673	0.27121521
674	0.2710442734
675	0.2707761574
676	0.2703892136
677	0.2701092148
678	0.2698212433
679	0.2694637108
680	0.2692087173
681	0.2688880348
682	0.2685376358
683	0.2682525063
684	0.2680337906
685	0.2678669357
686	0.2676127434
687	0.2674346733
688	0.26715271
689	0.2669688416
690	0.2668101501
691	0.2666615105
692	0.2664698792
693	0.2661925125
694	0.266014328
695	0.2658242607
696	0.2656263351
697	0.2654719734
698	0.2652581596
699	0.2648906708
700	0.2646385956
701	0.2644963074
702	0.2643590355
703	0.2642257309
704	0.2640677071
705	0.2638507843
706	0.2636750221
707	0.2633437729
708	0.2629563332
709	0.2627297401
710	0.2623607063
711	0.2621844101
712	0.2619634247
713	0.2616441536
714	0.2614035416
715	0.2610250282
716	0.2606828308
717	0.260542717
718	0.2602812386
719	0.2600525665
720	0.2598624802
721	0.2595737839
722	0.2593169975
723	0.2589206314
724	0.2585367203
725	0.2582531166
726	0.2579462814
727	0.2576294708
728	0.2573059082
729	0.2571511841
730	0.2569512749
731	0.2566056633
732	0.2564412689
733	0.2561717796
734	0.2560232544
735	0.255810051
736	0.2555269814
737	0.2552197647
738	0.255005722
739	0.2547067642
740	0.2544482803
741	0.2542016029
742	0.2539592743
743	0.2538320541
744	0.253615036
745	0.2533901596
746	0.2532613564
747	0.2529963112
748	0.2527192307
749	0.252447567
750	0.2521792793
751	0.2519771004
752	0.2517694855
753	0.2515011978
754	0.2511963272
755	0.2509643555
756	0.2508065987
757	0.2505976486
758	0.2502428436
759	0.2499100494
760	0.2497250366
761	0.2495509148
762	0.2493115616
763	0.2491861534
764	0.249031868
765	0.2487381744
766	0.2485002708
767	0.248340683
768	0.2479803085
769	0.2477317238
770	0.2475415421
771	0.2472952271
772	0.2470931625
773	0.2469452858
774	0.2467588806
775	0.2465809441
776	0.2462581635
777	0.2461370087
778	0.2459021759
779	0.2457151413
780	0.2453899002
781	0.2452142715
782	0.2448497581
783	0.2445441055
784	0.2443815994
785	0.2441306114
786	0.243830986
787	0.2435905838
788	0.2434090042
789	0.2432006836
790	0.2428728676
791	0.2426382065
792	0.2423321724
793	0.2421504974
794	0.2419400406
795	0.2416539192
796	0.2414677048
797	0.2413149643
798	0.2411355209
799	0.2408843231
800	0.2405476189
801	0.2402446938
802	0.2399456024
803	0.2397410011
804	0.2394987488
805	0.2391939926
806	0.2389428711
807	0.2386555862
808	0.2383269501
809	0.2381511879
810	0.2377775955
811	0.2375628281
812	0.2373500061
813	0.2371775055
814	0.2370835114
815	0.2369166183
816	0.2367187691
817	0.2364813995
818	0.2362403297
819	0.2359086609
820	0.2357152176
821	0.2355693817
822	0.2353652191
823	0.2351894379
824	0.2348776817
825	0.234760952
826	0.2345980453
827	0.2343674088
828	0.2341712761
829	0.2339525223
830	0.2337494659
831	0.2335817719
832	0.233438797
833	0.2331691933
834	0.2328824425
835	0.2326223755
836	0.2323254776
837	0.2322008705
838	0.2319413376
839	0.231711998
840	0.2314900589
841	0.2312719727
842	0.2311502075
843	0.2309695244
844	0.2307804108
845	0.2303710556
846	0.2300256538
847	0.2298723984
848	0.2297233582
849	0.2295077515
850	0.2292548752
851	0.2290536308
852	0.2288191986
853	0.2286368179
854	0.2284416389
855	0.2281601715
856	0.2279771423
857	0.2278728867
858	0.2277035904
859	0.2275064087
860	0.2271848869
861	0.2269875336
862	0.2268110466
863	0.2266601944
864	0.2265545273
865	0.2263452148
866	0.2260362625
867	0.2258796883
868	0.2257386398
869	0.2254933548
870	0.2253486252
871	0.2249742317
872	0.2247412491
873	0.2244894409
874	0.2242940331
875	0.2241023064
876	0.223835907
877	0.2236243057
878	0.2234413528
879	0.2232259369
880	0.2229601669
881	0.2226859474
882	0.2224892044
883	0.2223098755
884	0.2220821953
885	0.2217823792
886	0.2215593338
887	0.221375618
888	0.2211666679
889	0.2208402824
890	0.2207172394
891	0.2205352974
892	0.2202304459
893	0.220032177
894	0.2199183655
895	0.2195946121
896	0.2193481445
897	0.2188728714
898	0.21873909
899	0.218555584
900	0.2181842804
901	0.2179885101
902	0.2178789902
903	0.2176461792
904	0.2173936653
905	0.2170637703
906	0.2167813873
907	0.2166465759
908	0.2164725494
909	0.2162751389
910	0.2161624527
911	0.2159918785
912	0.215807457
913	0.2156106758
914	0.215431118
915	0.2152197266
916	0.2149885178
917	0.2148035431
918	0.2143557739
919	0.2141596031
920	0.2139054871
921	0.2137020874
922	0.2133872604
923	0.2131287956
924	0.2129761314
925	0.2128235245
926	0.2126528358
927	0.2125324631
928	0.2122848892
929	0.2121636581
930	0.2120095825
931	0.2118054008
932	0.2115089417
933	0.2112588692
934	0.2110627937
935	0.2108615112
936	0.2105831146
937	0.2104283524
938	0.2102111053
939	0.2099555206
940	0.2097296143
941	0.2095766068
942	0.2094064713
943	0.2092353821
944	0.2090945053
945	0.208950901
946	0.2088146591
947	0.2086231422
948	0.2083649445
949	0.208148613
950	0.2080226898
951	0.2078323364
952	0.2074884415
953	0.2073635864
954	0.2071686172
955	0.2069439316
956	0.2066612625
957	0.2064016342
958	0.2061671829
959	0.2059365082
960	0.2056127548
961	0.2054583549
962	0.2053354263
963	0.2052227783
964	0.2049864769
965	0.2047192192
966	0.2045256042
967	0.2042300606
968	0.2040052223
969	0.2038534927
970	0.2036732292
971	0.2035188484
972	0.2033301163
973	0.2031098366
974	0.2029135895
975	0.2027190399
976	0.2025158119
977	0.2023497391
978	0.2021891022
979	0.201972847
980	0.2017563248
981	0.2015278816
982	0.2014130402
983	0.2011681747
984	0.2009493828
985	0.200778904
986	0.2005057526
987	0.2002879715
988	0.2001086807
989	0.1999518204
990	0.199763546
991	0.1996157837
992	0.1994299889
993	0.199156456
994	0.1990402794
995	0.1988771439
996	0.1986976814
997	0.1985244179
998	0.1983573723
999	0.1981394577
